City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Expt,Run,Speed
Roanoke,04/06/2011,90156757715,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Roanoke, VA",Mid-Atlantic,Generating Revenue,Later Stage,VA,,1,1,,,
Lexington,04/06/2011,1.82E+11,Biopharmaceuticals: TBA,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Clinical Trials - Phase 1,Later Stage,VER,Boston Metro,1,1,,,
Cambridge,04/06/2011,83232758054,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Clinical Trials - Phase 2,Later Stage,VER,Boston Metro,1,1,,,
Suwanee,04/06/2011,1.12E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Product Development,Later Stage,ZAC,,1,1,,,
Cincinnati,04/06/2011,54891757712,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Cincinnati-Middletown, OH-KY-IN",Midwest East,Clinical Trials - Phase 2,Second Round,OH,,1,1,,,
Nashville,04/06/2011,3.56E+11,Healthcare Services: Other,Healthcare,Healthcare Services,"Nashville-Davidson-Murfreesboro, TN",South East,Product Development,Second Round,TN,,1,1,,,
Palo Alto,04/06/2011,6.14E+11,Communications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Santa Clara,04/06/2011,4.71E+11,Consumer Electronics,Certificado de Ejido,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Seattle,04/07/2011,66145758280,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,Restart,WA,Seattle Metro,1,1,,,
Madison,04/07/2011,62140757611,Medical/Lab Services,Healthcare,Healthcare Services,"Madison, WI",Midwest East,Generating Revenue,Later Stage,WI,,1,1,,,
Sunnyvale,04/07/2011,96030758223,Medical Devices and Equipment: TBA,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Boston,04/08/2011,3.56E+11,Environmental Engineering/Services,Certificado de Dominio Pleno,Construction and Civil Engineering,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Individual,VER,Boston Metro,1,1,,,
Durham,04/08/2011,66801758607,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Durham-Chapel Hill, NC",South East,Generating Revenue,Later Stage,NC,,1,1,,,
Los Angeles,04/08/2011,6.06E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Product Development,Later Stage,COAH,Los Angeles Metro,1,1,,,
New York,04/08/2011,6.07E+11,Online Communities,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,CHIS,New York Metro,1,1,,,
Seattle,04/08/2011,1.84E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,First Round,WA,Seattle Metro,1,1,,,
Tucson,04/08/2011,87014761729,Fiberoptic Equipment,Certificado de Ejido,Communications and Networking,"Tucson, SON",Mountain,Generating Revenue,Later Stage,SON,,1,1,,,
Ashaway,04/08/2011,3.54E+11,Data Storage,Certificado de Ejido,Electronics and Computer Hardware,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,RI,,1,1,,,
Pleasanton,04/08/2011,90141761239,Integrated Circuit Production,Certificado de Ejido,Semiconductors,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Cambridge,04/08/2011,6.15E+11,To Be Assigned,To Be Assigned,To Be Assigned,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,VER,Boston Metro,1,1,,,
Waltham,04/11/2011,6.09E+11,Customer Relationship Management,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,VER,Boston Metro,1,1,,,
San Francisco,04/11/2011,6.04E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Norwalk,04/11/2011,6.07E+11,General Media/Content,Otro documento agrario,Media and Content,"Bridgeport-Stamford-Norwalk, NL",Mid-Atlantic,Generating Revenue,Unclassified,NL,New York Metro,1,1,,,
Oakland,04/11/2011,60324757888,Solar Energy,Certificado de Comunidad,Renewable Energy,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Corporate,COAH,San Francisco Bay Area,1,1,,,
Pittsburgh,04/11/2011,3.54E+11,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"Pittsburgh, PA",Mid-Atlantic,Product Development,First Round,PA,,1,1,,,
Cambridge,04/11/2011,6.13E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,VER,Boston Metro,1,1,,,
Durham,04/11/2011,1.83E+11,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"Durham-Chapel Hill, NC",South East,Pre-Clinical Trials,Later Stage,NC,,1,1,,,
Ronkonkoma,04/11/2011,4.71E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,Second Round,CHIS,New York Metro,1,1,,,
Gilbert,04/11/2011,6.13E+11,Building Materials/Construction Machinery,Industrial Goods and Materials,Machinery and Industrial Goods,"Phoenix-Mesa-Scottsdale, SON",Mountain,Generating Revenue,Later Stage,SON,,1,1,,,
New York,04/11/2011,65154758543,Multimedia/Streaming Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
Boston,04/12/2011,1.82E+11,Drug Discovery/Bioinformatics Software,Healthcare,Medical Software and Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Product In Beta Test,Second Round,VER,Boston Metro,1,1,,,
Seattle,04/12/2011,6.15E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Clinical Trials - Generic,Second Round,WA,Seattle Metro,1,1,,,
Seattle,04/12/2011,6.13E+11,Wireless Telecommunications Service Providers,Certificado de Ejido,Communications and Networking,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,WV,Seattle Metro,1,1,,,
Beachwood,04/12/2011,1.14E+11,Software: Other,Certificado de Ejido,Software,"Cleveland-Elyria-Mentor, OH",Midwest East,Generating Revenue,Later Stage,OH,,1,1,,,
Redwood City,04/12/2011,1.06E+11,Communications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Plano,04/12/2011,2.31E+11,Communications Software,Certificado de Ejido,Software,"Dallas-Fort Worth-Arlington, TX",South Central,Product Development,Later Stage,TX,Dallas-Fort Worth,1,1,,,
Fort Washington,4/13/2011,54908758860,Lending,Certificado de Dominio Pleno,Financial Institutions and Services,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Second Round,PA,,1,1,,,
Norwalk,4/13/2011,3.57E+11,Educational/Training Media and Services,Otro documento agrario,Media and Content,"Bridgeport-Stamford-Norwalk, NL",Mid-Atlantic,Generating Revenue,Restart,NL,New York Metro,1,1,,,
Cranbury,4/13/2011,93052758486,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,GRO,New York Metro,1,1,,,
Kalamazoo,4/13/2011,3.57E+11,Surgical Devices,Healthcare,Medical Devices and Equipment,"Kalamazoo-Portage, MI",Midwest East,Generating Revenue,Second Round,MEX,,1,1,,,
Boston,4/13/2011,1.03E+11,Multimedia/Streaming Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Cupertino,4/13/2011,77681758504,Network/Systems Management Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Restart,COAH,San Francisco Bay Area,1,1,,,
Ann Arbor,4/13/2011,2.28E+11,Fiberoptic Equipment,Certificado de Ejido,Communications and Networking,"Ann Arbor, MI",Midwest East,Product Development,Second Round,MEX,,1,1,,,
San Francisco,4/13/2011,6.04E+11,Recreational/Home Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
New York,4/14/2011,3.55E+11,Travel Arrangement/Tourism,Otro documento agrario,Travel and Leisure,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
Los Angeles,4/14/2011,1.83E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Los Angeles Metro,1,1,,,
Plymouth,4/14/2011,1.11E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest Central,Product Development,Later Stage,MN,,1,1,,,
Santa Clara,4/14/2011,58911758219,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Diego,4/14/2011,63567758239,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Clinical Trials - Phase 2,Second Round,COAH,San Diego Metro,1,1,,,
Alpharetta,4/15/2011,1.16E+11,Personal Care Products,Consumer Goods,Personal Goods,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Product Development,Second Round,ZAC,,1,1,,,
New York,4/15/2011,1.07E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
San Francisco,4/15/2011,90740758916,Online Communities,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Mountain View,4/15/2011,63544753217,Biofuels/Biomass,Certificado de Comunidad,Renewable Energy,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Mountain View,4/15/2011,3.54E+11,Solar Energy,Certificado de Comunidad,Renewable Energy,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
Boston,4/15/2011,6.13E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Clinical Trials - Generic,Second Round,VER,Boston Metro,1,1,,,
Chelsea,4/15/2011,6.11E+11,Drug Delivery,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,VER,Boston Metro,1,1,,,
Palo Alto,4/15/2011,2.29E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
Somerville,4/15/2011,6.07E+11,Business Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,VER,Boston Metro,1,1,,,
Mountain View,4/15/2011,6.15E+11,Database Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Palo Alto,4/15/2011,6.04E+11,Educational/Training Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Bainbridge Island,4/15/2011,57672758694,Business Applications Software,Certificado de Ejido,Software,"Bremerton-Silverdale, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,,,
San Francisco,4/18/2011,1.11E+11,Human Resources/Recruitment,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Santa Clara,4/18/2011,65250758705,Medical/Lab Services,Healthcare,Healthcare Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Los Angeles,4/18/2011,6.13E+11,Business Applications Software,Certificado de Ejido,Software,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,First Round,COAH,Los Angeles Metro,1,1,,,
Mountain View,4/18/2011,95766759319,Wireless Communications Equipment,Certificado de Ejido,Communications and Networking,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Waltham,4/18/2011,77838758605,Conferencing Equipment/Services,Certificado de Ejido,Communications and Networking,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Restart,VER,Boston Metro,1,1,,,
San Francisco,4/19/2011,6.13E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Albuquerque,4/19/2011,2.29E+11,Solar Energy,Certificado de Comunidad,Renewable Energy,"Albuquerque, NM",Mountain,Generating Revenue,Later Stage,OAX,,1,1,,,
New York,4/19/2011,6.14E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
Buffalo,4/19/2011,79460758512,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Buffalo-Niagara Falls, NY",Mid-Atlantic,Clinical Trials - Phase 1,Second Round,CHIS,,1,1,,,
Monterey,4/19/2011,6.10E+11,Containers/Packaging,Industrial Goods and Materials,Machinery and Industrial Goods,"Salinas, COAH",Northern California,Generating Revenue,First Round,COAH,,1,1,,,
Seattle,4/19/2011,1.11E+11,Wired Communications Equipment,Certificado de Ejido,Communications and Networking,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,,,
Wilmington,4/20/2011,3.55E+11,Customer Relationship Management,Certificado de Dominio Pleno,Certificado Parcelario,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Later Stage,SIN,,1,1,,,
Bethlehem,4/20/2011,1.04E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Allentown-Bethlehem-Easton, PA-NJ",Mid-Atlantic,Profitable,Later Stage,PA,,1,1,,,
Northbrook,4/20/2011,1.82E+11,Facilities/Operations Management,Certificado de Dominio Pleno,Certificado Parcelario,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Second Round,NAY,Chicago Metro,1,1,,,
San Francisco,4/20/2011,6.15E+11,Consumer Information Services: Other,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Boulder,4/20/2011,80828758337,Search Portals,Otro documento agrario,Consumer Information Services,"Boulder, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Alexandria,4/20/2011,6.03E+11,Educational/Training Media and Services,Otro documento agrario,Media and Content,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product Development,Second Round,VA,Potomac,1,1,,,
Hayward,4/20/2011,57516758707,Biofuels/Biomass,Certificado de Comunidad,Renewable Energy,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
,4/20/2011,1.01E+11,Multimedia/Streaming Software,Certificado de Ejido,Software,"Madison, WI",Midwest East,Generating Revenue,Corporate,WI,,1,1,,,
New York,4/20/2011,94564758316,Communications Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
Palo Alto,4/20/2011,88728758875,Business Applications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Mount Laurel,4/21/2011,1.83E+11,Security Services,Certificado de Dominio Pleno,Certificado Parcelario,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Later Stage,GRO,,1,1,,,
Ashland,4/21/2011,1.83E+11,Office Equipment/Supplies,Consumer Goods,Household and Office Goods,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Later Stage,VER,Boston Metro,1,1,,,
San Francisco,4/21/2011,6.13E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Seatlle,4/21/2011,76968758873,Travel and Leisure: Other,Otro documento agrario,Travel and Leisure,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Unclassified,WA,Seattle Metro,1,1,,,
Englewood,4/21/2011,6.13E+11,Patient Monitoring/Biofeedback,Healthcare,Medical Devices and Equipment,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,First Round,BCS,,1,1,,,
Minneapolis,4/21/2011,3.57E+11,Medical Software and Information Services: Other,Healthcare,Medical Software and Information Services,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest Central,Generating Revenue,Second Round,MN,,1,1,,,
Burbank,4/22/2011,1.02E+11,Retail Investment Services/Brokerages,Certificado de Dominio Pleno,Financial Institutions and Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Profitable,Later Stage,COAH,Los Angeles Metro,1,1,,,
San Mateo,4/22/2011,6.05E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Ferndale,4/22/2011,6.13E+11,Appliances/Durable Household Goods,Consumer Goods,Household and Office Goods,"Detroit-Warren-Livonia, MI",Midwest East,Generating Revenue,First Round,MEX,,1,1,,,
Palo Alto,4/22/2011,6.10E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
Natick,4/22/2011,1.06E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product In Beta Test,Corporate,VER,Boston Metro,1,1,,,
San Diego,4/22/2011,6.04E+11,Wireless Communications Equipment,Certificado de Ejido,Communications and Networking,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Generating Revenue,Corporate,COAH,San Diego Metro,1,1,,,
San Francisco,4/22/2011,6.15E+11,Business Applications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Greenwich,4/25/2011,6.04E+11,Legal Counseling,Certificado de Dominio Pleno,Certificado Parcelario,"Bridgeport-Stamford-Norwalk, NL",Mid-Atlantic,Generating Revenue,Later Stage,NL,New York Metro,1,1,,,
Encinitas,4/25/2011,6.14E+11,Sports/Leisure Goods,Consumer Goods,Personal Goods,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Generating Revenue,First Round,COAH,San Diego Metro,1,1,,,
San Francisco,4/25/2011,1.12E+11,Online Communities,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Mountain View,4/25/2011,1.14E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Palo Alto,4/25/2011,6.13E+11,Network/Systems Management Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Concord,4/25/2011,56438758995,Vertical Market Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Goleta,4/25/2011,61039759025,Fiberoptic Equipment,Certificado de Ejido,Communications and Networking,"Santa Barbara-Santa Maria-Goleta, COAH",Southern California,Generating Revenue,Restart,COAH,,1,1,,,
San Francisco,4/25/2011,6.13E+11,Communications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Chicago,4/26/2011,76982759041,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,NAY,Chicago Metro,1,1,,,
Austin,4/26/2011,6.05E+11,Project/Document Collaboration,Certificado de Dominio Pleno,Certificado Parcelario,"Austin-Round Rock, TX",South Central,Generating Revenue,Second Round,TX,Austin Metro,1,1,,,
Seattle,4/26/2011,6.13E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,Seed Round,WA,Seattle Metro,1,1,,,
Menlo Park,4/26/2011,6.07E+11,Online Communities,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Second Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,4/26/2011,78035758805,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Irvine,4/26/2011,1.82E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Second Round,COAH,Orange County,1,1,,,
Westwood,4/26/2011,2.29E+11,Vertical Market Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
San Mateo,4/26/2011,3.53E+11,Database Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Sunnyvale,4/26/2011,82442758537,Communications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Profitable,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Austin,4/27/2011,2.28E+11,Project/Document Collaboration,Certificado de Dominio Pleno,Certificado Parcelario,"Austin-Round Rock, TX",South Central,Product Development,Later Stage,TX,Austin Metro,1,1,,,
San Francisco,4/27/2011,6.13E+11,Clothing/Accessories,Consumer Goods,Personal Goods,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Anaheim,4/27/2011,1.11E+11,Automobiles,Consumer Goods,Vehicles and Parts,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Orange County,1,1,,,
New York,4/27/2011,6.10E+11,Food/Drug Retailers,Otro documento agrario,Retailers,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,CHIS,New York Metro,1,1,,,
Richmond,4/27/2011,6.05E+11,Solar Energy,Certificado de Comunidad,Renewable Energy,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
Cleveland,4/27/2011,6.12E+11,Healthcare Services: Other,Healthcare,Healthcare Services,"Cleveland-Elyria-Mentor, OH",Midwest East,Startup,First Round,OH,,1,1,,,
Sunnyvale,4/27/2011,61541759042,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Cleveland,4/27/2011,6.14E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Cleveland-Elyria-Mentor, OH",Midwest East,Product Development,Seed Round,OH,,1,1,,,
Columbia,4/27/2011,54307758814,Commercial Fishing/Aquaculture,Industrial Goods and Materials,Agriculture and Forestry,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,Later Stage,TLX,Potomac,1,1,,,
Palo Alto,4/27/2011,6.14E+11,Business Applications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Atlanta,4/27/2011,6.13E+11,Vertical Market Applications Software,Certificado de Ejido,Software,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Generating Revenue,First Round,ZAC,,1,1,,,
Wellesley Hills,4/27/2011,56279758602,Network/Systems Management Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
San Jose,4/27/2011,2.29E+11,Data Storage,Certificado de Ejido,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,4/28/2011,6.09E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,4/28/2011,6.13E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,4/28/2011,6.14E+11,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,First Round,COAH,San Francisco Bay Area,1,1,,,
New York,4/28/2011,65985759437,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
San Mateo,4/28/2011,63196758626,Project/Document Collaboration,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
